title,content_type,genre_ids,release_date,vote_average,vote_count,popularity,tmdb_id
성균관 스캔들,드라마,"[35, 18]",2010-08-30,6.6,42,4.2655,34510
Tobot Galaxy Detectives,드라마,"[10762, 16]",2021-09-07,6,2,3.8874,132997
연인,드라마,[18],2006-11-08,5,2,4.0404,14052
모두 다 쿵따리,드라마,[],2019-07-16,5.5,2,3.7479,91125
사랑에 미치다,드라마,[18],2007-02-03,6,1,3.4374,70404
스타일,드라마,"[18, 35]",2009-08-01,2.5,3,2.9348,31371
신의,드라마,"[18, 10765]",2012-08-13,7.2,49,3.5622,44821
나쁜 남자,드라마,[18],2010-05-26,5.893,14,3.5097,32784
지구마불 세계여행,예능,"[10764, 99]",2023-03-04,0,0,4.6726,219465
불한당,드라마,[18],2008-01-02,5.5,2,3.8582,74997
조작,드라마,[18],2017-07-24,7,16,3.6037,72764
라이벌,드라마,[18],2002-08-03,0,0,3.377,28161
신기생뎐,드라마,"[18, 10749]",2011-01-23,4,1,3.2495,46578
올인,드라마,"[10759, 18]",2003-01-15,6.308,13,4.1676,14351
황금신부,드라마,"[18, 10751, 10749]",2007-06-23,8,3,3.3722,18376
출생의 비밀,드라마,"[18, 10749]",2013-04-27,5,2,3.4337,59603
그대 웃어요,드라마,"[35, 18, 10749]",2009-09-26,7.3,5,4.4743,32824
최강야구,예능,[10764],2022-06-06,5,2,4.4568,203552
정글밥,예능,[10764],2024-08-13,9,1,3.6548,261487
퍼스트레이디,드라마,[18],2025-09-24,6.4,5,3.9929,299124
수상한 가정부,드라마,"[9648, 10751]",2013-09-23,5,3,4.13,62609
도깨비 10주년 여행,예능,[10764],2026-07-04,6.9,5,3.316,325828
더 인플루언서,예능,[10764],2024-08-06,6.559,17,2.9908,243149
초인가족 2017,드라마,"[18, 35]",2017-02-20,5,3,3.4512,70117
날아라 개천용,드라마,[18],2020-10-30,6.5,11,3.7207,112322
시골에 간 도시 Z,예능,[10764],2024-09-08,6.5,2,3.3029,270873
끝내주는 해결사,드라마,"[18, 80]",2024-01-31,6.6,13,3.305,222425
시크릿 쥬쥬 베스트 프렌즈,드라마,"[16, 10762, 10759, 10765]",2022-10-14,10,1,3.474,214744
모던파머,드라마,"[35, 10751, 18]",2014-10-18,6.967,15,3.6671,61613
해피투게더,드라마,[18],1999-06-16,8.3,3,3.7532,35034
너의 밤이 되어줄게,드라마,"[18, 35]",2021-11-07,6.8,13,3.2389,134071
경우의 수,드라마,[18],2020-09-25,5.5,11,3.2977,108146
오랫동안 당신을 기다렸습니다,드라마,"[9648, 18, 80]",2023-07-26,6.3,7,3.3189,211217
남남,드라마,"[18, 35]",2023-07-17,7.2,29,4.0917,214891
외과의사 봉달희,드라마,[18],2007-01-17,5.7,3,3.1517,36989
너를 사랑한 시간,드라마,"[18, 10749]",2015-06-27,5.2,12,3.4886,62925
도도솔솔라라솔,드라마,"[35, 18]",2020-10-07,6.7,45,3.4318,106465
유혹,드라마,"[18, 10749]",2014-07-14,6.667,3,3.536,62610
마음의 소리,드라마,[16],2016-07-19,2,1,5.3813,126647
테이크 원,드라마,[99],2022-10-14,6.1,7,2.6809,210267
안녕? 나야!,드라마,"[18, 10765, 35]",2021-02-17,7.4,93,3.6895,116045
웬만해선 그들을 막을 수 없다,드라마,[],2000-12-18,9,2,4.508,114490
SBS 연예대상,예능,[10764],2007-12-28,6.5,2,3.437,76084
원티드,드라마,"[10759, 80, 18, 9648]",2016-06-22,6.3,14,4.0415,66634
체크인 한양,드라마,"[35, 18]",2024-12-21,8,12,3.795,251444
봄날,드라마,[18],2005-01-08,4,1,3.0727,14444
나는 신이다: 신이 배신한 사람들,드라마,"[99, 80]",2023-03-03,7.7,35,2.676,218476
드림,드라마,"[18, 10749]",2009-07-27,6,2,3.118,30735
러브스토리 인 하버드,드라마,[18],2004-11-22,7.667,9,3.0789,4744
영웅호걸,예능,[10764],2010-07-18,9,1,3.185,39406
결혼해YOU,드라마,"[18, 35]",2024-11-16,6.2,5,3.535,243155
대환장 기안장,예능,[10764],2025-04-08,8,10,3.1201,256355
패션왕,드라마,[18],2012-03-19,6,10,3.2967,45025
덩치 서바이벌-먹찌빠,예능,[10764],2023-10-08,0,0,4.4806,236680
자식방생프로젝트 합숙 맞선,예능,[10764],2026-01-01,0,0,8.4574,309828
개와 늑대의 시간,드라마,[10759],2007-07-18,7.1,15,3.1522,1199
가석방 심사관 이한신,드라마,"[18, 80, 9648]",2024-11-18,9.2,4,2.8315,236437
아기공룡 둘리,드라마,"[16, 10759, 10762, 10751]",2009-01-08,0,0,3.1632,87371
출동! 유후 구조대,드라마,"[16, 10762]",2019-03-15,6.6,5,3.177,87848
남이 될 수 있을까,드라마,[18],2023-01-18,7.5,11,3.5528,213655
고딩엄빠,예능,[10764],2022-03-06,0,0,2.9179,194491
꼬모와 장난감,드라마,"[16, 10762]",2023-08-09,0,0,2.6759,290196
내 남자의 여자,드라마,[18],2007-04-02,7,3,4.5845,7810
나 혼자만 레벨업,드라마,"[10759, 10765]",,0,0,3.4098,295389
천만번 사랑해,드라마,[18],2009-08-29,6.6,5,3.5441,38849
시티홀,드라마,"[18, 35]",2009-04-29,7.5,4,3.111,31229
마이 온리 러브송,드라마,[18],2017-07-01,8.1,127,3.2111,70372
신세계로부터,예능,"[10764, 35]",2021-11-20,6.429,7,3.2894,134906
행복배틀,드라마,"[18, 9648]",2023-05-31,5,17,3.4643,214996
불야성,드라마,[18],2016-11-21,6.944,18,3.557,68410
남과여,드라마,[18],2023-12-26,7.3,4,3.1519,230779
유리화,드라마,[18],2004-12-01,5.667,3,3.0826,3332
품위있는 그녀,드라마,"[18, 10751]",2017-06-16,6.25,18,3.6481,71497
그녀로 말할 것 같으면,드라마,"[18, 9648]",2018-07-14,5,4,2.9672,80843
타짜,드라마,"[10759, 18]",2008-09-16,6,1,3.1286,46547
파리의 연인,드라마,[18],2004-06-12,6.2,5,3.9933,13997
바람이 분다,드라마,[18],2019-05-27,6.2,9,2.9678,89317
브라보 마이 라이프,드라마,"[35, 18, 10751]",2017-10-21,7.5,4,4.4525,74597
함부로 대해줘,드라마,"[18, 35]",2024-05-13,6.2,5,2.6244,233099
마이 런웨이,드라마,"[35, 18]",2016-12-30,7.337,95,2.6512,69850
이혼숙려캠프,예능,[10764],2024-08-15,10,1,3.9563,262400
돈의 화신,드라마,"[80, 18]",2013-02-02,6,2,3.0817,48590
파란만장 미스김 10억 만들기,드라마,"[18, 35]",2004-04-07,6,2,2.8042,37422
신인가수 조정석,예능,[10764],2024-08-30,9.3,3,3.4422,248123
마지막 춤은 나와 함께,드라마,"[18, 35]",2004-10-23,6,3,2.8857,5551
싸인,드라마,"[80, 9648, 18]",2011-01-05,6.4,7,3.2794,42019
검사 프린세스,드라마,[18],2010-03-31,6.3,13,3.0954,32614
엄마 까투리,드라마,"[10762, 16]",2016-08-29,2,1,3.1157,71310
별을 따다줘,드라마,"[18, 35]",2010-01-04,6,4,2.9651,42219
이욱정 PD의 부처님 밥상,드라마,[99],2026-05-24,10,1,3.1968,324014
스타의 연인,드라마,[18],2008-12-10,8.5,2,2.7306,41792
대박,드라마,[18],2016-03-28,4.8,17,3.3706,65860
다음생은 없으니까,드라마,"[35, 18]",2025-11-10,7,5,3.4805,294731
"다시, 플라이",드라마,[18],2021-11-13,3.7,9,2.6167,135685
드라마의 제왕,드라마,"[35, 18]",2012-11-05,6.5,4,3.2033,48469
모태솔로 애프터서비스,예능,[10764],2026-08-01,8.3,3,2.5303,330176
"웃어요, 엄마",드라마,[18],2010-11-06,6,2,2.9491,59865
옷장전쟁,예능,[10764],2025-08-04,10,1,4.0939,297304
짜장면 랩소디,예능,"[10764, 99]",2024-02-08,8,1,2.2445,245047
내게 거짓말을 해봐,드라마,"[35, 18]",2011-05-09,7.5,41,2.7684,39261
생존왕,예능,[10764],2024-10-07,0,0,2.65,273710
이상한 과자 가게 전천당,드라마,"[10765, 18]",,0,0,2.6855,220072
청춘의 덫,드라마,[],1999-01-27,5.2,8,2.7999,23976
나는 생존자다,드라마,"[99, 10768]",2025-08-15,8.2,15,2.5927,290682
별을 쏘다,드라마,[18],2002-11-20,6,1,2.5251,35731
달콤한 나의 도시,드라마,"[18, 35]",2008-06-06,5.667,3,2.1425,44071
결혼의 여신,드라마,"[35, 18, 10751]",2013-06-29,1.333,3,3.4065,58127
시크릿 부티크,드라마,[18],2019-09-18,7.5,4,2.8125,93096
펀치,드라마,[18],2014-12-15,8.1,14,3.3069,61799
명랑소녀 성공기,드라마,[18],2002-03-13,7.8,4,2.9947,36368
태어난 김에 세계일주,예능,[10764],2022-12-11,7,5,3.305,216150
귓속말,드라마,"[80, 18]",2017-03-27,6.9,9,3.2285,69974
수학 없는 수학여행,예능,[10764],2023-03-09,6.3,3,2.6167,217771
K-POP 더 비기닝: SMTOWN 30,드라마,[99],2025-01-28,0,0,2.3426,283501
완벽한 이웃을 만나는 법,드라마,[18],2007-07-25,3,1,2.4921,46566
산부인과,드라마,[18],2010-02-03,7.7,3,2.2968,47273
마이더스,드라마,[18],2011-02-22,5.7,3,2.9436,39040
인간시장,드라마,[18],2004-03-08,8,1,2.7286,122213
좋아하면 울리는 짝!짝!짝!,예능,[10764],2022-12-09,6.8,4,2.5986,215912
불량커플,드라마,"[35, 18]",2007-06-02,6,2,2.4815,38853
은실이,드라마,[18],1998-11-09,10,1,2.6743,158368
추라이 추라이,예능,[10767],2025-02-26,10,1,3.512,283648
왕의 여자,드라마,"[10768, 18]",2003-10-06,7,1,2.8287,35815
끝에서 두번째 사랑,드라마,"[35, 18]",2016-07-30,7.5,12,2.3056,67180
건빵선생과 별사탕,드라마,[18],2005-04-13,6.7,8,3.129,36742
아니 근데 진짜!,예능,"[10767, 35]",2026-02-02,0,0,2.6463,313075
천사의 유혹,드라마,[18],2009-10-12,4.7,3,2.4997,40419
굿캐스팅,드라마,"[35, 10759]",2020-04-27,7.2,13,2.9479,99497
따뜻한 말 한마디,드라마,"[18, 10749]",2013-12-02,5.3,3,2.8268,63624
TV유치원: 세상의 모든 똥,드라마,[10762],2021-10-27,0,0,2.222,275701
애인 있어요,드라마,[18],2015-08-22,4.3,15,3.9065,63692
엄마가 바람났다,드라마,"[18, 10751, 10766]",2020-05-04,3,1,2.7504,102843
그린로즈,드라마,[18],2005-03-19,7,2,2.1302,14057
나도 엄마야,드라마,"[10751, 18]",2018-05-28,6,3,4.1069,79875
먹보와 털보,예능,[10764],2021-12-11,6.6,9,2.6951,134958
오늘도 지송합니다,드라마,"[35, 18]",2024-12-05,7.5,4,2.863,274878
야왕,드라마,[18],2013-01-14,6.8,6,2.7752,46594
최고다! 호기심딱지,드라마,[10762],2014-03-26,0,0,2.8104,103905
안녕 자두야,드라마,"[16, 10762]",2011-07-18,0,0,2.7776,155208
머털도사,드라마,"[16, 10765]",2012-08-29,10,1,2.4902,99908
아름다운 날들,드라마,[18],2001-03-14,7.2,4,3.0091,14175
코미디 로얄,예능,"[10764, 35]",2023-11-28,6,2,2.558,238046
강심장VS,예능,[10767],2023-12-05,0,0,2.2737,240972
태양속으로,드라마,"[35, 18]",2003-01-11,4,1,2.3591,36165
미스터트롯,예능,[10764],2020-01-02,0,0,2.9621,97210
냉면 랩소디,드라마,[99],2021-08-20,4.7,3,2.0492,132850
화신: 마음을 지배하는 자,드라마,"[35, 10751]",2013-02-19,0,0,3.9285,47090
이동욱은 토크가 하고 싶어서,예능,"[10767, 10764]",2019-12-04,8.7,3,2.4126,95510
리틀 포레스트,예능,"[10764, 10762, 10751]",2019-08-12,10,1,2.032,92286
토지,드라마,[18],2004-11-27,0,0,2.5243,128285
기분 좋은 날,드라마,"[10751, 18]",2014-04-26,5.5,4,2.6194,77704
미스터 Q,드라마,[],1998-05-20,4,7,2.3807,153958
페르소나: 설리,드라마,"[18, 99]",2023-11-13,6.286,14,1.9212,246170
8월에 내리는 눈,드라마,"[18, 10749]",2007-06-15,4,1,2.1318,62651
때려,드라마,[18],2003-10-08,5,2,2.4725,35177
폼나게 살거야,드라마,"[18, 35, 10751]",2011-09-17,4,1,2.3768,40537
귀엽거나 미치거나,드라마,"[35, 18]",2005-02-28,0,0,2.2765,25028
게임의 여왕,드라마,[18],2006-11-25,4,1,2.574,37396
다시 갈 지도,예능,[10764],2022-03-17,0,0,4.8668,195390
내 마음 반짝반짝,드라마,"[18, 10751, 10749]",2015-01-17,4.2,2,2.4459,64206
라바 인 마스,드라마,"[16, 35, 10762]",2024-01-13,7,1,2.8854,253635
장도바리바리,예능,"[10764, 35]",2025-06-28,9,2,3.0447,293368
나는 전설이다,드라마,[18],2010-08-02,5.8,3,2.2732,33701
비정규직 아이돌,드라마,[18],2017-11-27,6.4,11,2.7315,75552
햇빛 쏟아지다,드라마,[18],2004-02-11,4.5,2,2.1439,35972
천국보다 낯선,드라마,[18],2006-07-31,5,1,2.0755,37023
태양을 삼켜라,드라마,"[10759, 18]",2009-07-09,5.1,10,2.5452,45624
여인의 향기,드라마,"[35, 18]",2011-07-23,8.048,94,2.0753,40028
싱글 와이프,드라마,"[35, 18]",2017-08-23,4.042,12,1.9213,73097
샐러리맨 초한지,드라마,"[35, 18]",2012-01-02,7.9,5,2.996,42524
뽀로로 동화나라,드라마,"[16, 10762]",2020-08-24,1,1,1.8434,111563
내 마음을 뺏어봐,드라마,[18],1998-03-25,6,1,2.4083,23510
0교시는 인싸타임,드라마,[35],2024-11-10,7.6,4,1.9522,276418
순수의 시대,드라마,[18],2002-07-03,1.1,7,2.6563,16601
김치의 나라,드라마,[99],2023-09-10,10,1,1.8365,234739
칼잡이 오수정,드라마,"[35, 18, 10749]",2007-07-28,7,2,2.3652,8418
의문의 일승,드라마,[18],2017-11-27,6.3,5,2.5191,74830
손대면 핫플! 동네멋집,예능,[10764],2023-09-06,0,0,2.1602,227399
쯔양몇끼,예능,[10764],2026-05-30,0,0,2.1259,323120
네가 빠진 세계,드라마,[18],2022-10-20,2.4,10,2.029,203954
개와 늑대의 시간,예능,[10764],2025-08-05,0,0,2.372,297561
불꽃,드라마,[18],2000-02-02,4.6,9,2.7887,153792
사이렌: 불의 섬,예능,[10764],2023-05-30,7.534,29,2.2398,226907
크리스마스에 눈이 올까요?,드라마,[18],2009-12-02,6,4,2.3653,31931
솔로동창회 학연,예능,[10764],2023-12-05,10,1,1.8954,240971
천년지애,드라마,"[18, 10765]",2003-03-22,2.6,8,2.2284,35710
케냐 간 세끼,예능,[10764],2025-11-25,8.2,4,7.1415,304068
백만장자와 결혼하기,드라마,[18],2005-11-26,5.5,2,2.2781,6684
뉴-올드보이 박찬욱,드라마,[99],2025-10-08,8,1,3.0979,301888
알 유 넥스트?,예능,[10764],2023-06-30,0,0,2.1418,228247
가는정 오는정 이민정,예능,[10764],2025-05-16,10,1,2.18,291691
삼겹살 랩소디,드라마,[99],2020-12-20,7.3,6,1.6837,115947
소금인형,드라마,[18],2007-01-12,0,0,1.6718,28050
눈꽃,드라마,[18],2006-11-20,6.786,7,2.3377,18491
백스피릿,예능,[10767],2021-10-01,6.5,4,2.0293,114171
류학생 어남선,예능,[10764],2025-05-17,10,1,1.896,291232
코리아 넘버원,예능,"[10764, 35]",2022-11-25,6.529,17,1.6744,213471
품위있는 여군의 삽질로맨스,드라마,[18],2018-07-20,5,1,2.1739,260808
섬마을 선생님,드라마,"[18, 80]",2004-06-02,0,0,2.0895,206946
술의 나라,드라마,[18],2003-04-09,0,0,2.2082,5223
TV유치원: 뿌지직 똥탐정,드라마,[10762],2023-03-29,0,0,2.2688,259097
신의 저울,드라마,[18],2008-08-29,6.5,2,1.9538,75900
백종원의 푸드트럭,예능,[10764],2017-07-21,5.5,2,2.0137,74113
솔로지옥 리유니언,예능,[10764],2026-02-14,7.6,11,1.6786,313995
불타는 청춘,예능,[10764],2015-03-27,0,0,2.3351,97714
야구여왕,예능,[10764],2025-11-25,0,0,3.576,306645
SBS 지식나눔콘서트 아이러브인,예능,[10767],2012-01-29,0,0,2.0334,300174
보이스 코리아,예능,[10764],2012-02-10,8,1,1.927,103959
형사,드라마,"[18, 35]",2003-11-07,0,0,11.9519,303590
스마일 어게인,드라마,"[18, 10749, 35]",2006-05-17,6,3,2.0485,5208
관계자 외 출입금지,예능,[10764],2023-06-01,0,0,2.2064,217705
불량가족,드라마,[18],2006-03-22,8.3,6,1.7409,17480
천하제빵: 베이크 유어 드림,예능,[10764],2026-02-01,0,0,3.587,312915
또봇: 대도시의 영웅들,드라마,"[16, 10762]",2023-02-24,5,1,1.5462,221088
슈퍼리치 이방인,예능,[10764],2024-05-07,4.8,4,1.9639,245754
Ed & Ryu: 열두바다,예능,"[99, 10764]",2026-03-22,0,0,1.425,318761
사랑하는 사람아,드라마,"[18, 10751]",2007-01-15,3,1,1.8107,223533
띠띠뽀 띠띠뽀,드라마,"[10762, 16, 10765]",2018-01-01,7,3,1.5991,87858
대물,드라마,[18],2010-10-06,7.7,3,2.0573,40401
레인코트 킬러: 유영철을 추격하다,드라마,[99],2021-10-22,6.628,39,1.9075,134902
토마토,드라마,[18],1999-04-21,7,2,1.7097,155991
형수님은 열아홉,드라마,[18],2004-07-28,5,1,2.1137,870
우리들의 초콜릿 순간,드라마,[18],2025-02-11,5,2,1.6151,283992
심장이 뛴다,예능,[10764],2013-10-08,0,0,1.7614,196765
스타킹,예능,[10764],2007-01-13,0,0,2.0389,131064
썸남썸녀,예능,[10764],2014-09-06,5,1,2.1428,261842
쉬는 부부,예능,"[10764, 10767]",2023-06-19,0,0,1.3871,229069
고스트,드라마,"[18, 10765]",1999-07-12,0,0,2.1424,154590
우리 마을 똥강아지,예능,[10764],2025-03-01,0,0,1.5438,285584
날아오르다,드라마,[18],2007-08-24,2,1,1.9499,84125
"형,수다",예능,"[80, 10767]",2025-04-04,0,0,1.4823,293503
우리들의 발라드,예능,[10764],2025-09-23,10,1,2.2245,301379
무무X차차 우발라디오,예능,"[10764, 10767]",2026-01-06,0,0,1.4988,310275
시크릿 쥬쥬 별의 보석,드라마,"[16, 10762, 10765, 10759]",2023-11-03,0,0,1.3778,277967
당신이 혹하는 사이,예능,"[10767, 10764]",2021-04-28,0,0,1.973,124410
최후의 인류,예능,[10764],2026-06-04,0,0,1.7835,324651
내 아이의 사생활,예능,"[10764, 10751]",2024-09-07,10,1,1.5783,270753
골드미스가 간다,예능,[10764],2008-10-12,0,0,1.5964,131014
떼루아,드라마,[18],2008-12-01,4,1,1.5795,105494
혼자가 아니야,드라마,[18],2004-10-11,0,0,1.6336,129584
피아노,드라마,[18],2001-11-21,7.3,3,2.1221,12046
당일배송 우리집,예능,[10764],2025-12-16,0,0,6.6363,308481
살롱드돌: 너 참 말 많다,예능,"[10764, 10767]",2025-07-25,10,1,1.2245,296799
매직,드라마,"[18, 10749]",2004-08-28,3,1,1.3178,61021
폼나게 먹자,예능,[10764],2018-09-07,10,1,1.7404,82221
루루공주,드라마,[18],2005-07-27,3,1,1.8281,1833
나의 판타스틱한 장례식,드라마,[18],2015-09-26,6,1,1.5363,100387
어디로 튈지 몰라,예능,[10764],2025-09-21,0,0,1.3404,301216
"찐친 이상 출발, 딱 한 번 간다면",드라마,[],2022-10-27,2,1,1.4327,213289
힐링캠프,예능,[10767],2011-07-18,9,1,1.3171,58569
마이턴,예능,[10764],2025-08-07,0,0,2.2186,297724
치킨 랩소디,드라마,[99],2024-05-30,0,0,1.4123,253265
만학도 지씨,예능,"[10764, 10767]",2026-03-30,0,0,1.7077,318064
이혼숙려캠프: 새로고침,예능,[10764],2024-04-04,0,0,1.2377,251080
추블리네가 떴다,예능,[10764],2017-08-26,0,0,1.4727,74260
라이프 오브 사만다,드라마,[99],2019-11-24,0,0,1.43,98151
하노이 신부,드라마,[18],2005-09-19,6,2,1.7669,91351
좀비가 되어버린 나의 딸,드라마,"[16, 35, 10765]",2022-04-03,6,1,1.2141,197953
주먹쥐고 뱃고동,예능,[10764],2017-04-15,0,0,1.8193,197478
TV유치원: 꾹이랑 부릉부릉 씽씽,드라마,[10762],2024-09-25,0,0,1.3359,315445
아름다운 그녀,드라마,[18],1997-04-09,6,1,1.5321,118279
백종원의 레미제라블,예능,[10764],2024-11-30,6.5,2,1.7119,278497
쫑알쫑알 똘똘이,드라마,"[16, 10762]",2019-07-27,0,0,1.7425,154930
셰프와 사냥꾼,예능,[10764],2026-01-08,0,0,5.0007,310353
더 리슨,예능,[10764],2021-09-27,0,0,1.4866,135094
동미새: 동호회에 미친 새내기,예능,"[10764, 10767]",2025-02-24,0,0,1.6965,283646
태어난 김에 음악일주,예능,[10764],2024-08-18,0,0,1.3497,261329
그 여자 사람잡네,드라마,[18],2002-04-27,0,0,1.4256,129649
입 터지는 실험실,예능,"[10767, 35]",2025-10-25,0,0,1.1527,303981
인기가요 ON THE GO,예능,[10764],2026-04-26,0,0,1.2173,321522
사랑과 야망,드라마,[18],2006-02-04,0,0,1.2326,129544
그 여자,드라마,[18],2005-12-09,0,0,1.181,219254
브레드와 윌크의 세계여행,드라마,"[16, 10762]",2022-11-03,10,1,2.4453,216893
그 여름의 태풍,드라마,[18],2005-05-28,0,0,1.3968,36946
NEW 엉뚱발랄 콩순이와 친구들,드라마,"[16, 10762]",2024-09-27,0,0,1.4102,293817
고래와 나,드라마,[99],2023-11-18,0,0,1.332,239813
무장해제,예능,[10767],2023-08-22,0,0,1.2049,233161
정,드라마,[],2002-08-28,0,0,1.41,29451
강심장 리그,예능,"[10767, 10764]",2023-05-23,0,0,1.1667,227054
TV유치원: 쏙쏙 속담편지,드라마,[10762],2022-04-18,0,0,1.2289,286923
내 방 안내서,예능,[10764],2017-10-05,0,0,1.4768,308082
워맨스가 필요해,예능,"[10764, 10767]",2021-09-30,0,0,1.4098,135302
반찬의 나라,드라마,[99],2023-10-08,8.8,2,1.3549,233881
마루는 강쥐,드라마,"[16, 35]",2025-11-21,0,0,0.9926,309778
뷰티 앤 더 비스트,예능,[10764],2021-03-21,0,0,1.2766,121394
TV유치원: 삐뽀삐뽀 안전경찰,드라마,[10762],2022-05-03,0,0,1.2117,259250
한우 랩소디,드라마,[99],2021-12-09,8,2,1.1307,153631
푸바오와 할부지,예능,[10764],2023-11-23,0,0,1.3713,240149
시크릿 쥬쥬 별의 여신,드라마,[],2019-04-07,0,0,1.2815,132615
최강로드 식포일러,예능,[10764],2026-04-21,0,0,1.084,320581
TV생물도감,드라마,"[10751, 10762, 99]",2023-05-15,0,0,0.9376,251903
남자가 사랑할 때,드라마,[18],2004-09-30,6,1,1.1845,222565
야인시대,드라마,"[18, 10759]",2002-07-29,6,1,1.4305,92669
반짝반짝 달님이,드라마,"[16, 10762]",2021-04-08,0,0,1.2644,212307
내가 만난 사이코패스,예능,[10764],2026-07-12,0,0,0.9029,325859
피지컬: 웰컴 투 몽골,예능,[10764],2025-12-24,10,1,1.4759,309113
내사랑 못난이,드라마,[18],2006-08-11,0,0,1.1062,129545
장길산,드라마,[18],2004-05-17,0,0,1.3282,129585
그리스 로마 신화 - 올림포스의 별,드라마,[10762],2021-12-01,0,0,1.3613,212738
와! 진짜? 세상에 이런 일이,예능,[10764],2024-10-17,0,0,1.0689,274544
소주 랩소디,드라마,[99],2025-01-23,0,0,0.9906,281794
시월의 어느 멋진 날에,드라마,[18],2014-02-01,0,0,1.0433,197630
"지구를 위한 작은 발걸음, 우리가 간다",드라마,[99],2025-08-01,0,0,1.1872,297367
써클 하우스,예능,[10767],2022-02-24,0,0,1.1373,158463
명탐정 피트,드라마,"[16, 10762]",2014-09-05,0,0,1.4923,239427
더 코리안 셰프,드라마,[99],2026-02-12,0,0,0.9485,313846
정답누설 퀴즈쇼: 오늘 배송,예능,[10764],2020-08-04,0,0,1.0849,134574
빅픽처패밀리,예능,[10764],2018-09-25,0,0,1.429,232714
옆집 남편들 - 녹색 아버지회,예능,[10764],2023-10-25,0,0,1.1516,238049
유니버스 리그,예능,[10764],2024-11-22,10,1,1.078,277908
피닉스맨,드라마,[16],2025-12-27,0,0,0.6355,309285
나도야 간다,드라마,[18],2006-05-19,0,0,1.1505,301241
곽준빈의 세계 기사식당,예능,[10764],2023-07-09,0,0,1.141,230392
공생의 법칙,예능,[10764],2022-01-06,0,0,1.3147,154886
토닥토닥 꼬모,드라마,"[10762, 16]",2015-11-17,10,1,1.0878,236212
공양간의 셰프들,드라마,[99],2026-02-13,0,0,1.1893,313905
터닝메카드 갓,드라마,"[16, 10762]",2025-04-12,8,1,1.3733,288805
현무카세,예능,[10767],2024-07-11,0,0,1.1139,258977
극한투어,예능,[10764],2024-09-22,0,0,1.1405,272192
완전한 사랑,드라마,[18],2003-10-04,0,0,1.1961,128334
돌아와요 아저씨,드라마,[],,0,0,0.9664,313968
차박로드,예능,[10767],2026-06-09,0,0,0.9163,325249
처음 만나는 삼국유사,예능,"[10762, 16, 10767]",2025-04-17,0,0,0.8609,315404
핑크퐁 공룡 유치원,드라마,"[16, 10762]",2024-07-04,0,0,0.8389,275908
꾸러기 탐구생활,예능,"[10764, 10762]",2010-01-13,0,0,1.943,283790
법륜로드: 스님과 손님,예능,[10764],2026-05-19,0,0,1.4058,322724
연애는 직진,예능,[10764],2022-08-03,0,0,0.9066,207385
핑크퐁과 호기: 새 친구 니니모,드라마,"[10762, 16]",2024-09-21,9,1,1.0083,263293
1997 세계최강 아키라키드,드라마,[99],2026-01-25,0,0,0.9248,312366
골 때리는 녀석들 - 레전드 한일전,예능,[10764],2025-12-03,0,0,5.3426,307439
국민 참견 재판,드라마,[],2024-02-22,0,0,1.0347,247107
땡큐,예능,"[10764, 10767]",2013-03-01,0,0,1.0312,300161
18초,예능,[10764],2015-08-11,0,0,1.0069,300296
괴물,드라마,[18],2014-03-30,4,1,1.217,252047
현역가왕,예능,[10764],2023-11-28,0,0,1.1074,240515
너에게 닿기를,예능,[10764],2024-12-12,0,0,0.9712,279392
생활의 달인,드라마,[99],2005-04-25,10,1,0.9114,66042
뜻밖의 미스터리 클럽,예능,[10767],2017-01-28,0,0,0.9066,305617
과몰입 인생사,예능,"[99, 10767]",2023-12-28,0,0,0.9766,233794
레소피,예능,[10764],2022-07-13,0,0,0.8239,279286
서장훈의 이웃집 백만장자,예능,[10767],2025-04-09,0,0,1.139,288558
썸남썸녀,예능,[10764],2015-04-28,0,0,1.5548,215007
반짝반짝,드라마,"[16, 10762]",2022-06-01,2,1,0.8187,204091
한 번쯤 이혼할 결심,예능,"[10764, 10767]",2024-01-14,0,0,1.1532,243654
독신천하,드라마,[18],2006-09-25,4,1,0.9335,208260
처음 만나는 인물 한국사,예능,"[10762, 10767]",2024-06-20,0,0,0.8528,315408
꼬미마녀 라라,드라마,[16],2023-03-13,0,0,0.7861,221986
다시 만난 세계 : 쩌미문,드라마,"[18, 10765]",2022-07-29,2,1,0.935,207083
매직아이,예능,[10767],2014-07-08,0,0,0.7674,204118
핑크퐁 슈퍼구조대,드라마,"[16, 10762]",2022-11-30,0,0,0.8527,283784
전설의 빅피쉬,예능,[10764],2019-04-05,0,0,1.0785,134516
텔레비전에 그게 나왔으면,예능,[10764],2020-07-27,0,0,1.1449,111399
사장님이 보고있다,예능,[10764],2016-02-06,0,0,1.5369,300453
영재발굴단: 인피니티,예능,"[10764, 99]",2026-04-02,0,0,0.9698,318424
식재료 중심 - 격조식당,예능,[10764],2019-05-10,0,0,0.8346,134481
영재 발굴단,예능,[10764],2015-03-25,0,0,0.867,135107
최후의 권력,드라마,[99],2013-11-16,0,0,0.8466,290758
크롱크롱 우주대소동,드라마,"[16, 10762]",2020-04-24,0,0,0.8481,146197
티시태시와 춤추고 노래해요!,드라마,"[16, 10762]",2025-09-03,0,0,1.6279,318336
갱단과의 전쟁,드라마,[99],2025-11-30,0,0,0.8273,307057
타요의 공룡 어드벤처,드라마,"[16, 10762]",2019-09-05,0,0,0.8718,146341
